Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
IGKJ1,-1.5016905120462045,0.5521356201982324,-3.5436897761405137,4.7648759487259817e-4,0.004409897030141478,-0.3126242434288429
IGLV3-10,-1.5631713799920424,0.15947462382761118,-3.5341148231965147,4.93168382510985e-4,0.0045230840280475,-0.3354908119031901
ASB12,1.1008250567925584,0.37042482414693234,3.533777341085566,4.93766200609676e-4,0.004526524249522352,-0.3373343841555849
PAX5,-1.0868928251625163,-1.7620692744911841,-3.5302878875078494,4.999874392327476e-4,0.004573242445979461,-0.275211753914796
FAM183A,1.387645678611559,2.304460936037318,3.527547543368503,5.049245961079569e-4,0.004610102197348659,-0.5071308634208069
AC100823.1,1.0819653729022531,-2.564396905514611,3.5255863692395626,5.084859994896034e-4,0.004636370324641858,-0.27753657852056435
GPIHBP1,1.0189629795000963,-1.6424477000809756,3.522428448164771,5.142702084432468e-4,0.004670253671313918,-0.2994964827743276
CDX2,1.7148538169441245,-0.8901545857542121,3.521154110650449,5.166217833742566e-4,0.004687420145222497,-0.34094212956474923
TMEM179,-1.1687079807630392,-2.283871965106935,-3.5208766128885243,5.17135194341686e-4,0.004689984689781538,-0.2958201467584951
LINC01515,1.0331312633262417,0.8622567182622916,3.5187391619403643,5.21105858813198e-4,0.004719737375235114,-0.3983739729009743
DPP10,1.5663487110185792,1.132407950267298,3.5127528037330604,5.323792346840205e-4,0.004802519114832682,-0.4467071898059931
ALPK3,1.1144922879915642,4.311725978824428,3.509994256105427,5.3765068912791e-4,0.004838730025487275,-0.7666737518673221
TRIM58,1.3382472754809671,-0.07076735097153623,3.5041416677146797,5.489972072964169e-4,0.004915191575463733,-0.39647511636195976
OLFM4,1.9644384568866977,2.4911871040510194,3.4986103783508344,5.5992682483357e-4,0.004981962707030785,-0.6335826751978635
LINC01829,1.128346199735557,-0.31735017451288466,3.4985158497346185,5.601153702797355e-4,0.004981962707030785,-0.41852163542572374
KCNA2,1.033687678938771,-0.9933311793417231,3.4976953711270933,5.617543871369966e-4,0.004983455331371593,-0.39761654133489444
AC027601.5,-1.1237478702451327,-1.2548297901956091,-3.4897482343002886,5.778641860106329e-4,0.005099657714494182,-0.4198480658308359
LINC00237,1.5319241248830768,-1.856821920090757,3.4843207526755022,5.89114040236987e-4,0.005178699720491576,-0.42335967321156076
CXCL10,-1.0121967342501432,3.304180239970231,-3.475599080829057,6.076226733416535e-4,0.005313822380807128,-0.7362078958050224
DUSP9,-1.2925532262326085,-0.7477971756766965,-3.470114101679488,6.195400674879263e-4,0.005401772772039732,-0.46705824696229303
ROPN1L,1.4107253542239515,2.1294060959106633,3.4676678253496442,6.249254441569419e-4,0.005435643917436685,-0.6919263958485162
IGLV3-19,-1.5445102052251793,1.9106478843808494,-3.467261368778243,6.258244769355939e-4,0.005435643917436685,-0.6564194110417167
FLRT3,1.0263102906716381,1.7363520391999199,3.4671642901936957,6.260393821137879e-4,0.005435643917436685,-0.6039400958484409
FAM181B,1.0957592513681274,1.5196652225576235,3.4635717857386834,6.340409593251275e-4,0.005492859529976083,-0.6397667875540876
DPP10-AS1,1.3117824540916427,-0.8789074111296028,3.462009038409126,6.375514609372703e-4,0.005509720531951619,-0.5139972038412886
IGKV1-5,-1.5326296420282732,2.893695592481604,-3.4605862003605194,6.4076349250811e-4,0.005529884170588037,-0.7644257501023679
KCNJ15,1.275752164770815,1.6641205491546818,3.4600668999955726,6.419395725447508e-4,0.005536859021119611,-0.6425243041524755
WNT3A,-1.1311611796615368,-1.3674400758702476,-3.4570846603850613,6.487327845771201e-4,0.005574987363105873,-0.509011673553152
IGHJ3,-1.3774321468742101,-0.3906328070798933,-3.4545439591308864,6.545732424749488e-4,0.0056109433066473475,-0.5560256353587514
CFAP73,1.200274344905187,1.1816530558869842,3.453240605941066,6.575883989606017e-4,0.0056272954191474815,-0.6532761184088187
SYT1,1.105148937966905,0.9608887957904857,3.44999790081463,6.651465138534114e-4,0.0056776303013678,-0.6237988213673642
ANKRD18A,1.1440330268022527,-0.8682554637955878,3.448978836960658,6.675384908072571e-4,0.005693265752063237,-0.555116413204976
LINC02562,1.3820848675481816,-1.7310113287769335,3.447611582954496,6.707603957752059e-4,0.005713726939248409,-0.5259090786272882
SERPINA3,1.2934492209996273,-1.310301897351334,3.4472092649613746,6.717112166903804e-4,0.005719253777970379,-0.559495748136575
AL158835.1,1.0323228262048811,-1.717159916689482,3.4457281946893104,6.752223916262126e-4,0.0057467419964033276,-0.545583271653296
CNTN5,1.1615344074027871,-0.9648767687917923,3.444691338663194,6.776906781986396e-4,0.00576292273795362,-0.5583329217455129
KLK2,1.1377403076667412,-2.0490305338004653,3.442533376625013,6.828549045913832e-4,0.00579471527386859,-0.5427609844898313
MNX1-AS1,-1.0477106235242335,-0.757849631026257,-3.442369425935244,6.832487565610112e-4,0.005795637616171115,-0.6021001315228869
IGHV4-34,-1.4706913177603949,0.7243547485380398,-3.4374626842913454,6.951348415066074e-4,0.00586951413326975,-0.6692892300381033
LRRC55,1.1007799146461372,-0.7264693150969661,3.435288046817422,7.004642937418497e-4,0.00589817376923052,-0.6097082266898646
AC068134.2,1.0118323095777142,-2.053933604786644,3.424204436048936,7.282260584233666e-4,0.006080315868977858,-0.6094251826679118
HOXB13,-1.692780986707139,1.497088708338355,-3.4213734842241528,7.354800441386448e-4,0.006121169703961433,-0.7669245296521146
VWA5B2,1.2434293671120593,2.3490245682595603,3.4197261925822757,7.397320687543343e-4,0.006151519871261493,-0.8665312530542124
GPR25,-1.012735435050697,-2.036940876619942,-3.415734397160996,7.501312717919893e-4,0.006222721619551181,-0.6266662236882068
PLPPR3,1.4560721437598394,0.5710594767000917,3.415252811581186,7.513950671739885e-4,0.006228121266412781,-0.749052886487986
ANXA13,1.225923609153389,-1.8265499231579736,3.4128830439808677,7.576429421807182e-4,0.0062530419757503624,-0.6367343302722315
FCRL5,-1.2480100601676494,-0.8592778539025565,-3.3966872556299696,8.016601932865548e-4,0.006561796926442183,-0.7183215914680003
AC092198.1,1.0734846355732233,-1.0635387359607977,3.3949792415258266,8.064389633366678e-4,0.006589036457900565,-0.7182643963855719
HHLA2,1.3748790034571539,-1.4589105531628124,3.3930398690580788,8.118972878080049e-4,0.006618933203934974,-0.7026082779539218
FRMPD1,1.3705769139031052,-1.4136641610239244,3.3906512293345465,8.186674796714633e-4,0.0066634352650551945,-0.7049880253174283
DMBX1,-1.426192243049305,-0.20690600787979002,-3.3868263614887995,8.296182996543646e-4,0.0067310029230240745,-0.7479869242240174
DOC2A,1.1644804185061468,0.09207853681488623,3.3858210006439826,8.325193207158225e-4,0.006749151445643549,-0.789723744242318
ECEL1P1,1.179587001053076,-0.15339939723731105,3.3835374513957683,8.391438431976944e-4,0.006779850583483814,-0.8182188247215798
IGHV1-69,-1.4512783938215517,-1.3908712819651992,-3.383480938783179,8.393084072055341e-4,0.006779850583483814,-0.7458683656072616
MSMB,1.2927365718071615,-2.3274002323652083,3.381588120683089,8.448377038670467e-4,0.006813683132299149,-0.7262421983665481
ANXA8,1.28352353004277,-2.0435126008630378,3.3814692145951626,8.451861847057719e-4,0.006813789773090086,-0.7304499535073798
GRM8,1.0036453186610943,-0.20531300794107993,3.3807652419187475,8.472520839978304e-4,0.006826661975102908,-0.8026339232383775
C10orf67,1.0544433101840682,-1.8824389656298672,3.376093068962744,8.610830840341812e-4,0.006903719740668795,-0.7434003720784235
GPM6A,1.0037961380202118,-1.230690767254242,3.373285467812203,8.694954642477446e-4,0.00696173722233443,-0.7681470359141116
S100A1,-1.1337324230351982,1.3632837367189088,-3.3722236904475356,8.726967926765563e-4,0.006972589877947242,-0.8579841939630857
OR7E122P,1.0687042468669992,-2.3584148784643095,3.3613969728062276,9.059738422281056e-4,0.007161809556376515,-0.7817142661388017
LINC01101,1.1090239900994139,-0.827172327136508,3.3552710234926506,9.253231149402916e-4,0.007271746698510729,-0.8355248589497037
CFAP74,1.2152650840883112,1.3246422695357394,3.3551879234524042,9.255882224206555e-4,0.007271746698510729,-0.9697021870870026
NOTUM,2.1367669579645097,3.6656135839453876,3.354652731064878,9.272973020329205e-4,0.0072794091798057455,-1.1598403146750238
NXPH4,-1.2183315134812234,1.812446366486342,-3.353953255390566,9.295354392584048e-4,0.007294161493238541,-0.9496172348505318
CCDC78,1.1172673568455718,3.4332152948937606,3.3501571959105316,9.417699264672363e-4,0.007378601965881176,-1.208759673550981
IGLV2-14,-1.3916891943599001,2.6489820629672804,-3.349723592126094,9.431769211506478e-4,0.007378601965881176,-1.0983666228473812
IHH,1.4385194544348368,3.893314653481336,3.3489179940356,9.457961991277478e-4,0.00738469533272084,-1.3560613588648627
GRIN2A,1.0673042756590243,-1.664432949807115,3.3481703694012386,9.482330508430334e-4,0.007394214035624538,-0.8289077227367523
WNT11,1.3029603234008458,3.0791575276755867,3.3463722105301463,9.541180652844769e-4,0.007409818708002182,-1.1047682796444454
IGKV4-1,-1.501363098286698,2.9121623501433,-3.3462457273668735,9.545332984522019e-4,0.007410211901353152,-1.1223947615994874
IGKV3-20,-1.4496119064457411,2.786212825745509,-3.3418115961519894,9.691970801443661e-4,0.007503985316896798,-1.1278067093804776
IGKJ5,-1.202417461732502,-2.2531494170484665,-3.3400668692948092,9.750242841670331e-4,0.007534750399775963,-0.8498794997475319
MYEOV,-1.100137488794583,1.7171945614664923,-3.3390597229573316,9.784028945817483e-4,0.007555114144939002,-1.0251426438359887
