Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
SEMA6A-AS1,0.08911621119761559,-1.3663504441019336,0.503288208753304,0.6152362846161872,0.7140257756116236,-6.346728160896406
SZRD1,0.035056056939211544,7.384400389146567,0.5032060657727259,0.6152939407419347,0.7140257756116236,-7.239124729902241
UBXN4,-0.05166581185081931,6.93378666632802,-0.5031911081073787,0.6153044397786842,0.7140257756116236,-7.234242498144185
L3MBTL2-AS1,-0.0713125385452385,-0.38046657082643603,-0.5030931779970854,0.6153731805278193,0.7140647742533485,-6.449634207943667
SH3BP5L,-0.04773893310485011,5.8823445484195664,-0.503010813058537,0.6154309981404936,0.7140910942114291,-7.206489132303203
ACBD6,-0.04199048162027097,5.686911448049983,-0.5027023876832425,0.6156475244600742,0.7142726210182968,-7.197545891234115
AC139768.1,0.07096935507602888,0.07212471620281556,0.5026878469079251,0.6156577334677487,0.7142726210182968,-6.488985315840371
TYW1,0.036152673652934286,3.9748709781909843,0.5026362623700223,0.6156939513249364,0.7142735309534357,-7.004370021651462
KDM1A,0.03902926390292283,7.279607834920498,0.5025539562843848,0.6157517409418161,0.7142735309534357,-7.238812120289951
CLUH,-0.05555913551439495,7.076754224729732,-0.5025351059420584,0.6157649766804881,0.7142735309534357,-7.238190935008021
ZNF219,0.07019146577240232,5.273036789986072,0.5024448938571734,0.6158283206975066,0.7142735309534357,-7.170667808929672
PCGF1,-0.04118409310034021,4.698376525318873,-0.5024364647875886,0.6158342394655114,0.7142735309534357,-7.114222791362821
AC141586.1,-0.05924034032150177,0.311538104607362,-0.5020676880407513,0.6160932136557951,0.7145331245343746,-6.51852377768311
RRP9,0.048795159693145074,5.440107843421798,0.5016584415570632,0.6163806641125493,0.7148257128344337,-7.186889069289774
FIS1,0.06049881774832322,6.79768857677893,0.5015043976173208,0.6164888783071474,0.7148844919745694,-7.234545067553643
MTCL1,0.17729030117449573,3.2291204284613757,0.501473120523887,0.6165108511499797,0.7148844919745694,-6.80837141313098
LIMD2,0.08667018571987928,5.572390288292109,0.5014360827429197,0.6165368714490382,0.7148844919745694,-7.189961654463
METTL26,-0.061950541356618594,6.647327534712929,-0.5012091862240244,0.6166962845407926,0.7150285405332345,-7.23369077486907
SPTY2D1,-0.052444652130011704,4.379026625847224,-0.5006668228196086,0.617077412233084,0.7154296249985852,-7.070339621290308
PCAT7,-0.1333758147329422,0.6618544394369857,-0.5005438848945545,0.6171638171759483,0.7154889863832052,-6.52059199759043
LAMA3,-0.11702185105171914,5.707607568026423,-0.5003294309541618,0.6173145554457877,0.715616759627468,-7.191816839934202
SLC12A9,0.04514830980691453,5.85935493308586,0.5002388606821473,0.6173782215705745,0.715616759627468,-7.209845343330716
SIVA1,-0.06377680476691516,6.787883873048936,-0.5002368107037317,0.6173796626307825,0.715616759627468,-7.236790061149368
AC005336.1,0.17849959573419394,-2.3059690979049616,0.49991710552089874,0.6176044218788554,0.7158364568158458,-6.273051415046469
GRTP1,-0.056984800233591315,3.8380708813327535,-0.49976670635604314,0.6177101680180265,0.7159181942745421,-6.996671207076215
C1orf216,0.05690210383307637,4.045859640766942,0.49932566374865367,0.6180203124736587,0.7162368039410755,-7.042913444330294
FRY,0.06916212736157945,3.3767912187534908,0.49915717740548615,0.6181388114210011,0.716299279504543,-6.895327099885004
PDCL3P4,-0.10643301508774383,-0.5368578190643895,-0.4991487925469967,0.6181447088776904,0.716299279504543,-6.428391515508087
STK25,-0.039816940731036254,7.250089676030354,-0.49902091565723433,0.6182346536450904,0.7163626625246761,-7.240477440414818
PLEKHA8P1,-0.05114834815892744,1.487852525493279,-0.4988864894744189,0.6183292111969203,0.716431382952295,-6.6281666611617815
SULT1B1,-0.1318134262322883,-1.7554010818278887,-0.49866399279297813,0.618485732941195,0.7165718866889094,-6.28423848827468
